event_id,merchant_id,customer_id,order_id,timestamp,amount,product_category,payment_method,device_type,location,payment_status,failure_reason,retry_count,checkout_duration,cart_abandoned,refund_requested,refund_status,discount_requested,discount_given,negotiation_started,negotiation_rounds,final_order_status
evt_001431,mer_elec_01,cust_0015,ord_101431,2026-07-28 15:12:44,5772.52,Consumer Electronics,UPI,iOS,Kolkata,SUCCESS,,0,94,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001432,mer_fash_02,cust_1557,ord_101432,2026-07-28 15:13:29,1478.19,Fashion & Apparel,Credit Card,Android,Pune,FAILED,AUTHENTICATION_FAILED,0,104,False,False,NONE,0.00,0.00,False,0,FAILED
evt_001433,mer_lux_06,cust_0658,ord_101433,2026-07-28 15:17:09,10985.64,Luxury & Watches,UPI,Android,Mumbai,SUCCESS,,0,157,False,False,NONE,2493.99,1270.86,True,1,COMPLETED
evt_001434,mer_home_03,cust_0129,ord_101434,2026-07-28 15:17:41,4501.93,Home & Kitchen,UPI,Windows,Delhi NCR,SUCCESS,,0,88,False,False,NONE,225.10,225.10,True,1,COMPLETED
evt_001435,mer_home_03,cust_0481,ord_101435,2026-07-28 15:27:07,3677.14,Home & Kitchen,UPI,Windows,Delhi NCR,ABANDONED,USER_DROPPED_AT_OTP,0,232,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_001436,mer_elec_01,cust_0008,ord_101436,2026-07-28 15:28:03,5272.65,Consumer Electronics,UPI,MacOS,Bengaluru,SUCCESS,,0,166,False,False,NONE,751.35,751.35,True,2,COMPLETED
evt_001437,mer_fitn_05,cust_0672,ord_101437,2026-07-28 15:28:16,2219.97,Fitness & Sports,UPI,Android,Ahmedabad,SUCCESS,,0,60,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001438,mer_fash_02,cust_1512,ord_101438,2026-07-28 15:29:36,1843.31,Fashion & Apparel,UPI,Android,Mumbai,SUCCESS,,0,121,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001439,mer_fitn_05,cust_1101,ord_101439,2026-07-28 15:35:23,2003.11,Fitness & Sports,UPI,MacOS,Bengaluru,SUCCESS,,0,142,False,False,NONE,417.71,174.70,True,1,COMPLETED
evt_001440,mer_gadg_04,cust_0404,ord_101440,2026-07-28 15:35:23,1868.49,Mobile & Accessories,UPI,iOS,Mumbai,SUCCESS,,0,158,False,False,NONE,376.41,177.93,True,2,COMPLETED
evt_001441,mer_gadg_04,cust_0131,ord_101441,2026-07-28 15:37:56,3253.01,Mobile & Accessories,Debit Card,iOS,Hyderabad,SUCCESS,,0,115,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001442,mer_home_03,cust_0430,ord_101442,2026-07-28 15:45:31,3498.06,Home & Kitchen,EMI,MacOS,Bengaluru,SUCCESS,,0,66,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001443,mer_fash_02,cust_0211,ord_101443,2026-07-28 15:53:09,3482.32,Fashion & Apparel,Debit Card,Android,Hyderabad,SUCCESS,,0,12,False,True,PROCESSED,0.00,0.00,False,0,REFUNDED
evt_001444,mer_home_03,cust_0706,ord_101444,2026-07-28 15:56:06,2244.78,Home & Kitchen,Debit Card,Windows,Bengaluru,SUCCESS,,0,89,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001445,mer_gadg_04,cust_1652,ord_101445,2026-07-28 15:58:09,827.52,Mobile & Accessories,UPI,iOS,Hyderabad,SUCCESS,,0,71,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001446,mer_gadg_04,cust_1179,ord_101446,2026-07-28 15:58:51,1347.62,Mobile & Accessories,Credit Card,MacOS,Mumbai,FAILED,GATEWAY_TIMEOUT,0,103,False,False,NONE,0.00,0.00,False,0,FAILED
evt_001447,mer_lux_06,cust_0737,ord_101447,2026-07-28 16:11:53,23510.47,Luxury & Watches,UPI,MacOS,Mumbai,SUCCESS,,0,156,False,False,NONE,1175.52,1175.52,True,1,COMPLETED
evt_001448,mer_gadg_04,cust_1388,ord_101448,2026-07-28 16:21:41,674.88,Mobile & Accessories,UPI,Windows,Delhi NCR,SUCCESS,,0,26,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001449,mer_home_03,cust_1440,ord_101449,2026-07-28 16:25:04,2819.15,Home & Kitchen,UPI,Android,Delhi NCR,SUCCESS,,0,95,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001450,mer_lux_06,cust_0460,ord_101450,2026-07-28 16:32:00,10323.52,Luxury & Watches,Debit Card,iOS,Pune,ABANDONED,USER_DROPPED_AT_OTP,0,209,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_001451,mer_home_03,cust_0407,ord_101451,2026-07-28 16:42:14,2055.51,Home & Kitchen,UPI,MacOS,Hyderabad,SUCCESS,,0,84,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001452,mer_fash_02,cust_0837,ord_101452,2026-07-28 16:57:47,2628.39,Fashion & Apparel,UPI,Windows,Bengaluru,SUCCESS,,0,161,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001453,mer_gadg_04,cust_0182,ord_101453,2026-07-28 17:04:53,2313.16,Mobile & Accessories,Debit Card,Android,Bengaluru,SUCCESS,,0,58,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001454,mer_home_03,cust_0125,ord_101454,2026-07-28 17:08:41,3814.60,Home & Kitchen,Credit Card,Android,Delhi NCR,ABANDONED,CHECKOUT_TIMEOUT_USER_ABANDONED,0,388,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_001455,mer_gadg_04,cust_0050,ord_101455,2026-07-28 17:13:09,1614.92,Mobile & Accessories,Credit Card,Android,Delhi NCR,SUCCESS,,0,280,False,False,NONE,201.92,201.92,True,3,COMPLETED
evt_001456,mer_home_03,cust_0578,ord_101456,2026-07-28 17:16:39,4056.57,Home & Kitchen,UPI,Android,Pune,SUCCESS,,0,124,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001457,mer_fitn_05,cust_0290,ord_101457,2026-07-28 17:24:30,3563.53,Fitness & Sports,Debit Card,Windows,Bengaluru,SUCCESS,,0,58,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001458,mer_fitn_05,cust_0480,ord_101458,2026-07-28 17:27:22,7132.75,Fitness & Sports,UPI,MacOS,Kolkata,SUCCESS,,0,176,False,False,NONE,789.40,789.40,True,1,COMPLETED
evt_001459,mer_elec_01,cust_0042,ord_101459,2026-07-28 17:32:48,3918.74,Consumer Electronics,Net Banking,Windows,Mumbai,SUCCESS,,0,160,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001460,mer_gadg_04,cust_0857,ord_101460,2026-07-28 17:40:08,2307.90,Mobile & Accessories,Credit Card,Android,Delhi NCR,SUCCESS,,0,97,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001461,mer_home_03,cust_0151,ord_101461,2026-07-28 17:44:40,2463.61,Home & Kitchen,Credit Card,iOS,Pune,SUCCESS,,0,100,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001462,mer_fash_02,cust_0390,ord_101462,2026-07-28 17:47:15,1379.83,Fashion & Apparel,UPI,iOS,Delhi NCR,ABANDONED,USER_DROPPED_AT_OTP,0,217,True,False,NONE,68.99,68.99,True,1,ABANDONED
evt_001463,mer_lux_06,cust_0569,ord_101463,2026-07-28 17:50:13,17716.98,Luxury & Watches,UPI,MacOS,Delhi NCR,SUCCESS,,0,88,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001464,mer_home_03,cust_1452,ord_101464,2026-07-28 17:53:53,4450.41,Home & Kitchen,Wallet,Android,Delhi NCR,SUCCESS,,0,104,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001465,mer_gadg_04,cust_1397,ord_101465,2026-07-28 18:07:49,634.12,Mobile & Accessories,UPI,Windows,Hyderabad,SUCCESS,,0,149,False,False,NONE,61.26,61.26,True,1,COMPLETED
evt_001466,mer_elec_01,cust_0152,ord_101466,2026-07-28 18:21:10,4379.08,Consumer Electronics,UPI,MacOS,Bengaluru,SUCCESS,,0,175,False,False,NONE,921.32,339.56,True,2,COMPLETED
evt_001467,mer_gadg_04,cust_0001,ord_101467,2026-07-28 18:22:55,1253.34,Mobile & Accessories,UPI,Android,Pune,FAILED,GATEWAY_TIMEOUT,0,133,False,False,NONE,0.00,0.00,False,0,FAILED
evt_001468,mer_fitn_05,cust_1385,ord_101468,2026-07-28 18:31:53,3385.62,Fitness & Sports,UPI,Android,Hyderabad,SUCCESS,,0,165,False,False,NONE,652.82,272.66,True,1,COMPLETED
evt_001469,mer_elec_01,cust_0027,ord_101469,2026-07-28 18:32:05,1265.72,Consumer Electronics,Credit Card,MacOS,Bengaluru,ABANDONED,CHECKOUT_TIMEOUT_USER_ABANDONED,0,364,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_001470,mer_fitn_05,cust_0047,ord_101470,2026-07-28 18:34:09,2726.69,Fitness & Sports,UPI,iOS,Pune,ABANDONED,USER_DROPPED_AT_OTP,0,164,True,False,NONE,667.55,237.22,True,2,ABANDONED
evt_001471,mer_fash_02,cust_0169,ord_101471,2026-07-28 18:41:35,1137.62,Fashion & Apparel,Debit Card,Windows,Bengaluru,SUCCESS,,0,166,False,False,NONE,110.96,110.96,True,2,COMPLETED
evt_001472,mer_elec_01,cust_1533,ord_101472,2026-07-28 18:42:54,5221.04,Consumer Electronics,UPI,Android,Delhi NCR,FAILED,INSUFFICIENT_FUNDS,1,159,False,False,NONE,0.00,0.00,False,0,FAILED
evt_001473,mer_lux_06,cust_1289,ord_101473,2026-07-28 18:49:11,44469.44,Luxury & Watches,Debit Card,Android,Bengaluru,SUCCESS,,0,92,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001474,mer_fash_02,cust_0682,ord_101474,2026-07-28 19:01:35,4427.08,Fashion & Apparel,UPI,Windows,Bengaluru,SUCCESS,,0,127,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001475,mer_gadg_04,cust_1183,ord_101475,2026-07-28 19:05:14,1838.40,Mobile & Accessories,UPI,Android,Pune,SUCCESS,,0,80,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001476,mer_lux_06,cust_0092,ord_101476,2026-07-28 19:05:58,20890.53,Luxury & Watches,Net Banking,Windows,Mumbai,SUCCESS,,0,62,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001477,mer_home_03,cust_0035,ord_101477,2026-07-28 19:23:12,1635.26,Home & Kitchen,UPI,iOS,Delhi NCR,SUCCESS,,0,89,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001478,mer_fitn_05,cust_1222,ord_101478,2026-07-28 19:30:37,2070.53,Fitness & Sports,Credit Card,Windows,Mumbai,SUCCESS,,0,82,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001479,mer_elec_01,cust_0650,ord_101479,2026-07-28 19:41:37,3693.97,Consumer Electronics,UPI,MacOS,Hyderabad,SUCCESS,,0,112,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001480,mer_home_03,cust_0933,ord_101480,2026-07-28 19:48:38,3419.39,Home & Kitchen,UPI,iOS,Mumbai,FAILED,NETWORK_ERROR,1,126,False,False,NONE,0.00,0.00,False,0,FAILED
evt_001481,mer_elec_01,cust_1665,ord_101481,2026-07-28 19:51:04,4029.86,Consumer Electronics,Net Banking,iOS,Bengaluru,SUCCESS,,0,124,False,False,NONE,969.25,269.27,True,1,COMPLETED
evt_001482,mer_home_03,cust_1524,ord_101482,2026-07-28 19:51:22,3434.70,Home & Kitchen,UPI,Windows,Bengaluru,SUCCESS,,0,139,False,False,NONE,313.18,313.18,True,1,COMPLETED
evt_001483,mer_fitn_05,cust_0116,ord_101483,2026-07-28 19:53:47,2137.24,Fitness & Sports,EMI,Windows,Mumbai,SUCCESS,,0,193,False,False,NONE,379.97,209.97,True,1,COMPLETED
evt_001484,mer_gadg_04,cust_0236,ord_101484,2026-07-28 19:57:36,721.62,Mobile & Accessories,Net Banking,MacOS,Pune,SUCCESS,,0,99,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001485,mer_fash_02,cust_1177,ord_101485,2026-07-28 20:06:45,838.88,Fashion & Apparel,Credit Card,Android,Mumbai,ABANDONED,CHECKOUT_TIMEOUT_USER_ABANDONED,0,330,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_001486,mer_lux_06,cust_0640,ord_101486,2026-07-28 20:22:52,10950.06,Luxury & Watches,EMI,Android,Ahmedabad,ABANDONED,CHECKOUT_TIMEOUT_USER_ABANDONED,0,366,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_001487,mer_fash_02,cust_1318,ord_101487,2026-07-28 20:32:55,759.86,Fashion & Apparel,UPI,MacOS,Kolkata,FAILED,BANK_SERVER_DOWN,2,239,False,False,NONE,101.88,101.88,True,2,FAILED
evt_001488,mer_fitn_05,cust_0810,ord_101488,2026-07-28 20:38:34,3711.64,Fitness & Sports,UPI,Windows,Delhi NCR,SUCCESS,,0,176,False,False,NONE,896.59,403.40,True,1,COMPLETED
evt_001489,mer_fitn_05,cust_0214,ord_101489,2026-07-28 20:41:50,3551.61,Fitness & Sports,UPI,Android,Bengaluru,SUCCESS,,0,188,False,False,NONE,640.33,252.14,True,2,COMPLETED
evt_001490,mer_gadg_04,cust_0630,ord_101490,2026-07-28 20:44:16,1776.90,Mobile & Accessories,UPI,Android,Chennai,FAILED,INSUFFICIENT_FUNDS,0,45,False,False,NONE,0.00,0.00,False,0,FAILED
evt_001491,mer_lux_06,cust_0259,ord_101491,2026-07-28 20:49:22,16056.69,Luxury & Watches,UPI,MacOS,Bengaluru,SUCCESS,,0,114,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001492,mer_fitn_05,cust_1591,ord_101492,2026-07-28 20:59:59,3246.09,Fitness & Sports,UPI,iOS,Kolkata,SUCCESS,,0,191,False,False,NONE,451.09,451.09,True,1,COMPLETED
evt_001493,mer_elec_01,cust_0147,ord_101493,2026-07-28 21:04:07,3704.33,Consumer Electronics,Debit Card,Windows,Pune,FAILED,INSUFFICIENT_FUNDS,0,96,False,False,NONE,0.00,0.00,False,0,FAILED
evt_001494,mer_home_03,cust_0793,ord_101494,2026-07-28 21:08:08,6174.78,Home & Kitchen,UPI,iOS,Chennai,SUCCESS,,0,61,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001495,mer_home_03,cust_0705,ord_101495,2026-07-28 21:13:52,3994.36,Home & Kitchen,Debit Card,iOS,Mumbai,ABANDONED,USER_DROPPED_AT_OTP,0,147,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_001496,mer_lux_06,cust_0689,ord_101496,2026-07-28 21:37:14,14668.10,Luxury & Watches,EMI,iOS,Bengaluru,SUCCESS,,0,181,False,False,NONE,1730.05,1730.05,True,2,COMPLETED
evt_001497,mer_gadg_04,cust_0015,ord_101497,2026-07-28 21:44:03,1296.29,Mobile & Accessories,UPI,Android,Kolkata,SUCCESS,,0,73,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001498,mer_fitn_05,cust_0398,ord_101498,2026-07-28 21:52:34,1045.24,Fitness & Sports,Credit Card,iOS,Delhi NCR,SUCCESS,,0,246,False,False,NONE,160.13,109.44,True,3,COMPLETED
evt_001499,mer_lux_06,cust_1409,ord_101499,2026-07-28 21:55:22,18281.82,Luxury & Watches,UPI,Android,Bengaluru,SUCCESS,,0,93,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001500,mer_fitn_05,cust_0193,ord_101500,2026-07-28 22:11:41,2538.70,Fitness & Sports,Credit Card,iOS,Delhi NCR,SUCCESS,,0,53,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001501,mer_gadg_04,cust_0914,ord_101501,2026-07-28 22:12:31,2058.44,Mobile & Accessories,UPI,MacOS,Chennai,ABANDONED,USER_DROPPED_AT_OTP,0,212,True,False,NONE,177.95,177.95,True,2,ABANDONED
evt_001502,mer_gadg_04,cust_1539,ord_101502,2026-07-28 22:19:39,1841.19,Mobile & Accessories,Credit Card,MacOS,Ahmedabad,SUCCESS,,0,55,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001503,mer_elec_01,cust_0028,ord_101503,2026-07-28 22:23:18,7000.63,Consumer Electronics,UPI,iOS,Delhi NCR,SUCCESS,,0,225,False,False,NONE,1220.40,467.87,True,3,COMPLETED
evt_001504,mer_lux_06,cust_0276,ord_101504,2026-07-28 22:33:00,8226.59,Luxury & Watches,UPI,iOS,Mumbai,SUCCESS,,0,114,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001505,mer_fitn_05,cust_1779,ord_101505,2026-07-28 22:38:48,1956.31,Fitness & Sports,Debit Card,MacOS,Bengaluru,SUCCESS,,0,197,False,False,NONE,208.41,208.41,True,2,COMPLETED
evt_001506,mer_lux_06,cust_1747,ord_101506,2026-07-28 22:40:07,13113.61,Luxury & Watches,Wallet,iOS,Delhi NCR,SUCCESS,,0,111,False,True,PROCESSED,0.00,0.00,False,0,REFUNDED
evt_001507,mer_elec_01,cust_1015,ord_101507,2026-07-28 22:44:55,5150.53,Consumer Electronics,Wallet,iOS,Delhi NCR,SUCCESS,,0,145,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001508,mer_home_03,cust_0654,ord_101508,2026-07-28 22:48:06,2836.65,Home & Kitchen,UPI,Android,Bengaluru,SUCCESS,,0,131,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001509,mer_fitn_05,cust_0643,ord_101509,2026-07-28 23:21:49,2043.32,Fitness & Sports,Credit Card,Android,Bengaluru,SUCCESS,,0,98,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001510,mer_fitn_05,cust_0396,ord_101510,2026-07-28 23:25:56,2739.65,Fitness & Sports,Debit Card,iOS,Chennai,FAILED,AUTHENTICATION_FAILED,1,101,False,False,NONE,0.00,0.00,False,0,FAILED
evt_001511,mer_elec_01,cust_0109,ord_101511,2026-07-28 23:30:22,1455.99,Consumer Electronics,UPI,Android,Bengaluru,SUCCESS,,0,81,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001512,mer_lux_06,cust_0485,ord_101512,2026-07-28 23:30:29,8525.72,Luxury & Watches,UPI,Android,Chennai,SUCCESS,,0,126,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001513,mer_lux_06,cust_0303,ord_101513,2026-07-28 23:41:24,16264.77,Luxury & Watches,UPI,Windows,Hyderabad,SUCCESS,,0,171,False,False,NONE,1684.12,1684.12,True,2,COMPLETED
evt_001514,mer_home_03,cust_0003,ord_101514,2026-07-28 23:49:36,5462.88,Home & Kitchen,UPI,Android,Delhi NCR,ABANDONED,USER_DROPPED_AT_OTP,0,120,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_001515,mer_gadg_04,cust_1324,ord_101515,2026-07-28 23:49:48,810.96,Mobile & Accessories,UPI,iOS,Delhi NCR,SUCCESS,,0,149,False,False,NONE,107.59,107.59,True,2,COMPLETED
evt_001516,mer_fitn_05,cust_1188,ord_101516,2026-07-29 00:25:08,2764.75,Fitness & Sports,UPI,iOS,Mumbai,SUCCESS,,0,181,False,False,NONE,357.98,357.98,True,2,COMPLETED
evt_001517,mer_lux_06,cust_0124,ord_101517,2026-07-29 00:40:53,12750.07,Luxury & Watches,EMI,Windows,Hyderabad,SUCCESS,,0,89,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001518,mer_gadg_04,cust_0327,ord_101518,2026-07-29 00:51:57,1930.42,Mobile & Accessories,Credit Card,MacOS,Hyderabad,SUCCESS,,0,71,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001519,mer_elec_01,cust_0242,ord_101519,2026-07-29 01:05:28,6868.70,Consumer Electronics,UPI,MacOS,Jaipur,SUCCESS,,0,95,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001520,mer_elec_01,cust_1338,ord_101520,2026-07-29 01:10:03,5704.26,Consumer Electronics,Credit Card,Android,Bengaluru,SUCCESS,,0,181,False,False,NONE,555.53,555.53,True,3,COMPLETED
evt_001521,mer_gadg_04,cust_0530,ord_101521,2026-07-29 01:20:57,1101.15,Mobile & Accessories,UPI,Android,Mumbai,SUCCESS,,0,176,False,False,NONE,121.73,121.73,True,1,COMPLETED
evt_001522,mer_fitn_05,cust_1128,ord_101522,2026-07-29 01:33:32,2793.05,Fitness & Sports,UPI,Windows,Chennai,SUCCESS,,0,89,False,False,NONE,378.42,378.42,True,1,COMPLETED
evt_001523,mer_home_03,cust_1233,ord_101523,2026-07-29 01:55:14,2413.06,Home & Kitchen,UPI,Android,Ahmedabad,SUCCESS,,0,128,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001524,mer_fash_02,cust_0335,ord_101524,2026-07-29 01:55:22,3401.41,Fashion & Apparel,Debit Card,Android,Mumbai,FAILED,GATEWAY_TIMEOUT,2,166,False,False,NONE,0.00,0.00,False,0,FAILED
evt_001525,mer_fash_02,cust_1530,ord_101525,2026-07-29 01:57:02,2153.01,Fashion & Apparel,UPI,iOS,Mumbai,SUCCESS,,0,65,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001526,mer_elec_01,cust_0360,ord_101526,2026-07-29 01:57:11,6766.98,Consumer Electronics,UPI,iOS,Hyderabad,SUCCESS,,0,142,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001527,mer_lux_06,cust_1217,ord_101527,2026-07-29 02:00:41,10020.86,Luxury & Watches,UPI,iOS,Pune,SUCCESS,,0,166,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001528,mer_fash_02,cust_0635,ord_101528,2026-07-29 02:02:08,1254.02,Fashion & Apparel,UPI,MacOS,Delhi NCR,SUCCESS,,0,115,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001529,mer_lux_06,cust_0035,ord_101529,2026-07-29 02:12:58,13160.79,Luxury & Watches,UPI,Windows,Delhi NCR,SUCCESS,,0,180,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001530,mer_home_03,cust_0038,ord_101530,2026-07-29 02:24:16,3461.18,Home & Kitchen,UPI,iOS,Mumbai,SUCCESS,,0,152,False,False,NONE,173.06,0.00,True,1,COMPLETED
evt_001531,mer_fitn_05,cust_0434,ord_101531,2026-07-29 02:28:13,2658.21,Fitness & Sports,UPI,iOS,Bengaluru,SUCCESS,,0,231,False,False,NONE,372.49,372.49,True,3,COMPLETED
evt_001532,mer_home_03,cust_1630,ord_101532,2026-07-29 02:31:53,3507.86,Home & Kitchen,Credit Card,iOS,Bengaluru,ABANDONED,USER_DROPPED_AT_OTP,0,228,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_001533,mer_home_03,cust_0113,ord_101533,2026-07-29 02:33:27,1318.30,Home & Kitchen,Credit Card,Android,Bengaluru,ABANDONED,USER_DROPPED_AT_OTP,0,262,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_001534,mer_lux_06,cust_0032,ord_101534,2026-07-29 02:35:14,12421.12,Luxury & Watches,Wallet,MacOS,Delhi NCR,SUCCESS,,0,85,False,True,PROCESSED,0.00,0.00,False,0,REFUNDED
evt_001535,mer_gadg_04,cust_0122,ord_101535,2026-07-29 02:46:11,1055.46,Mobile & Accessories,UPI,Windows,Hyderabad,SUCCESS,,0,228,False,False,NONE,146.82,146.82,True,2,COMPLETED
evt_001536,mer_fitn_05,cust_1306,ord_101536,2026-07-29 02:54:01,1856.41,Fitness & Sports,Credit Card,iOS,Bengaluru,FAILED,GATEWAY_TIMEOUT,2,219,False,False,NONE,200.82,200.82,True,2,FAILED
evt_001537,mer_fitn_05,cust_0012,ord_101537,2026-07-29 02:57:21,1785.00,Fitness & Sports,UPI,MacOS,Mumbai,SUCCESS,,0,45,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001538,mer_elec_01,cust_0151,ord_101538,2026-07-29 03:00:01,2625.75,Consumer Electronics,Net Banking,iOS,Pune,ABANDONED,CHECKOUT_TIMEOUT_USER_ABANDONED,0,503,True,False,NONE,608.24,283.26,True,1,ABANDONED
evt_001539,mer_fash_02,cust_0016,ord_101539,2026-07-29 03:15:49,1231.33,Fashion & Apparel,Credit Card,MacOS,Bengaluru,SUCCESS,,0,155,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001540,mer_elec_01,cust_0418,ord_101540,2026-07-29 03:16:12,2282.03,Consumer Electronics,UPI,iOS,Jaipur,FAILED,INSUFFICIENT_FUNDS,2,122,False,False,NONE,0.00,0.00,False,0,FAILED
evt_001541,mer_home_03,cust_0190,ord_101541,2026-07-29 03:24:01,2121.91,Home & Kitchen,UPI,Android,Bengaluru,SUCCESS,,0,77,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001542,mer_lux_06,cust_0644,ord_101542,2026-07-29 03:27:14,11602.17,Luxury & Watches,Wallet,MacOS,Kolkata,SUCCESS,,0,107,False,True,PROCESSED,0.00,0.00,False,0,REFUNDED
evt_001543,mer_elec_01,cust_0132,ord_101543,2026-07-29 03:30:21,4578.99,Consumer Electronics,Net Banking,Windows,Mumbai,ABANDONED,CHECKOUT_TIMEOUT_USER_ABANDONED,0,180,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_001544,mer_elec_01,cust_0113,ord_101544,2026-07-29 03:30:51,1832.98,Consumer Electronics,Wallet,MacOS,Bengaluru,SUCCESS,,0,62,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001545,mer_fash_02,cust_1108,ord_101545,2026-07-29 03:30:59,1176.84,Fashion & Apparel,UPI,iOS,Bengaluru,SUCCESS,,0,181,False,False,NONE,133.37,133.37,True,3,COMPLETED
evt_001546,mer_fash_02,cust_0567,ord_101546,2026-07-29 03:33:00,1838.64,Fashion & Apparel,Debit Card,MacOS,Pune,SUCCESS,,0,114,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001547,mer_fitn_05,cust_0019,ord_101547,2026-07-29 03:37:28,3660.93,Fitness & Sports,UPI,Android,Hyderabad,SUCCESS,,0,131,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001548,mer_fash_02,cust_0633,ord_101548,2026-07-29 03:38:03,3087.14,Fashion & Apparel,Debit Card,iOS,Pune,SUCCESS,,0,79,False,True,PROCESSED,0.00,0.00,False,0,REFUNDED
evt_001549,mer_home_03,cust_0691,ord_101549,2026-07-29 03:46:30,3378.72,Home & Kitchen,Debit Card,Windows,Bengaluru,SUCCESS,,0,71,False,True,REJECTED,0.00,0.00,False,0,COMPLETED
evt_001550,mer_home_03,cust_0859,ord_101550,2026-07-29 03:56:41,4247.78,Home & Kitchen,UPI,iOS,Ahmedabad,SUCCESS,,0,156,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001551,mer_fitn_05,cust_1315,ord_101551,2026-07-29 04:02:22,2468.66,Fitness & Sports,EMI,iOS,Delhi NCR,ABANDONED,CHECKOUT_TIMEOUT_USER_ABANDONED,0,429,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_001552,mer_home_03,cust_1298,ord_101552,2026-07-29 04:15:16,4759.03,Home & Kitchen,UPI,Android,Mumbai,ABANDONED,USER_DROPPED_AT_OTP,0,352,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_001553,mer_lux_06,cust_1257,ord_101553,2026-07-29 04:23:24,24217.29,Luxury & Watches,UPI,MacOS,Mumbai,SUCCESS,,0,108,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_001554,mer_lux_06,cust_1172,ord_101554,2026-07-29 04:26:23,9104.40,Luxury & Watches,UPI,iOS,Delhi NCR,ABANDONED,USER_DROPPED_AT_OTP,0,239,True,False,NONE,0.00,0.00,False,0,ABANDONED
